Quality Management Journal;1068-6967;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Quality of Life Research: An International Journal of Quality of;0962-9343;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Quantitative Economics;1759-7331;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Quantitative Finance;1469-7688;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Quantitative Marketing & Economics;1570-7156;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Quarterly Journal of Economics;0033-5533;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Quarterly Review of Economics and Finance;1062-9769;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
R&D Management;0033-6807;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
RAIRO / Recherche Opérationnelle;0399-0559;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
RAND Journal of Economics;0741-6261;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Real Estate Economics;1080-8620;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Recherche et Applications en Marketing;0767-3701;;;;;;;;;;;;;STAPS (2012);Gestion (2016);Economie (2015);;;
Recherches Economiques de Louvain / Louvain Economic Review;0770-4518;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Recherches en Sciences de Gestion - Management;2259-6372;;;;;;;;;;;;;;Gestion (2016);;;;
Région et Développement;1267-5059;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Regional Science and Urban Economics;0166-0462;;Géographie, Aménagement, Urbanisme (2013);;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Regional Studies;0034-3404;1360-0591;Géographie, Aménagement, Urbanisme (2013);Science politique (2011);;;;;;;;;;;Gestion (2016);Economie (2015);;;
Relations Industrielles / Industrial Relations;0034-379X;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Research in Economic History;0363-3268;;;;;;;;;;;;;;Gestion (2016);Economie (2015);Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Research in Economics;1090-9443;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Research in International Business and Finance;0275-5319;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Research in Law and Economics;0193-5895;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Research in Organizational Behavior;0191-3085;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Research in the History of Economic Thought and Methodology;0743-4154;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Research Policy;0048-7333;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Réseaux;0751-7971;1777-5809;;Science politique (2011);;;;;Sociologie, Démographie (2013);;;;SIC (2013);STAPS (2012);Gestion (2016);Economie (2015);;;
Resource and Energy Economics;0928-7655;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Resources Policy;0301-4207;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Review of Accounting and Finance;1475-7702;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Review of Accounting Studies;1380-6653;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Review of African Political Economy;0305-6244;;;Science politique (2011);;;;;;;;;;;Gestion (2016);Economie (2015);;;
Review of Agricultural Economics;1058-7195;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Review of Derivatives Research;1380-6645;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Review of Development Economics;1363-6669;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Review of Economic Design;1434-4742;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Review of Economic Dynamics;1094-2025;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Review of Economic Research on Copyright Issues;1698-1359;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Review of Economic Studies;0034-6527;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Review of Economics and Statistics;0034-6535;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Review of Economics of the Household;1569-5239;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Review of Finance (ex-European Finance Review);1382-6662;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Review of Financial Economics;1058-3300;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Review of Financial Studies;0893-9454;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Review of Income and Wealth;0034-6586;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Review of Industrial Organization;0889-938X;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Review of International Economics;0965-7576;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Review of International Organizations;1559-7431;;;Science politique (2011);;;;;;;;;;;Gestion (2016);Economie (2015);;;
Review of International Political Economy;0969-2290;;;Science politique (2011);;;;;;;;;;;Gestion (2016);Economie (2015);;;
Review of Law and Economics;1555-5879;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Review of Network Economics;1446-9022;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Review of Political Economy;0953-8259;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Review of Public Personnel Administration;0734-371X;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Review of Quantitative Finance and Accounting;0924-865X;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Review of Radical Political Economics;0486-6134;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Review of Social Economy;0034-6764;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Review of World Economics/Weltwirtschaftliches Archiv;1610-2878;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Revue de Gestion des Ressources Humaines;1163-913X;;;;;;;;;;;;;STAPS (2012);Gestion (2016);Economie (2015);;;
Revue de la Régulation;1957-7796;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Revue de l'Entrepreneuriat;1630-7542;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Revue de L'OFCE;1265-9576;;;;;;;;Sociologie, Démographie (2013);;;;;;Gestion (2016);Economie (2015);;;
Revue de l'Organisation Responsable;1951-0187;;;;;;;;;;;;;STAPS (2012);Gestion (2016);Economie (2015);;;
Revue de Philosophie Economique / Review of Economic Philosophy;1376-0971;;;;;;;;;;Philosophie (2013);;;;Gestion (2016);Economie (2015);;;
Revue d'Economie du Développement;1245-4060;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Revue d'Economie Financière;1777-5744;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Revue d'Economie Industrielle;0154-3229;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Revue d'Economie Politique;0373-2630;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Revue d'Economie Régionale et Urbaine;0180-7307;;Géographie, Aménagement, Urbanisme (2013);;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Revue d'Étude en Agriculture et Environnement / Review of Agricultural and Environmental Studies;2117-4857;;;;;;;;Sociologie, Démographie (2013);;;;;;Gestion (2016);Economie (2015);;;
Revue d'études comparatives Est-Ouest;0338-0599;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;Histoire (2012);
Revue Economique;0035-2764;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Revue Française de l'Administration Publique;0152-7401;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Revue française d'administration publique;;;;;;;Droit (2010);;;;;;;;Gestion (2016);;;;
Revue Française de Gestion;0338-4551;;;;;;;;;;;;;STAPS (2012);Gestion (2016);Economie (2015);;;
Revue Française de Gestion Industrielle;0242-9780;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Revue Française de Socio-économie;1966-6608;;;;;;;;Sociologie, Démographie (2013);;;;;;Gestion (2016);Economie (2015);;;
Revue Française d'Economie;0769-0479;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Revue Française du Marketing;0035-3051;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Revue Interdisciplinaire sur le Management et l'Humanisme (RIMHE);2259-2490;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Revue Internationale de Droit Economique;1010-8831;;;;;;Droit (2010);;;;;;;;Gestion (2016);Economie (2015);;;
Revue Internationale de l'Economie Sociale - RECMA;1626-1682;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Revue Internationale de Psychosociologie et de Gestion des Comportements Organisationnels (RIPCO);1260-1705;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Revue Internationale PME;0776-5436;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Savings and Development / African Review of Money Finance and Banking;0393-4551;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Scandinavian Economic History Review;0358-5522;;;;;;;;;;;;;;Gestion (2016);Economie (2015);Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Scandinavian Journal of Economics;0347-0520;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Scandinavian Journal of Management;0956-5221;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Sciences Sociales et Santé;0294-0337;;;Science politique (2011);;;;Anthropologie, Ethnologie (2012);Sociologie, Démographie (2013);;;;;STAPS (2012);Gestion (2016);Economie (2015);;;
Scottish Journal of Political Economy;0036-9292;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
SERIEs. Journal of the Spanish Economic Association;1869-4187;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Small Business Economics;0921-898X;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Social Choice and Welfare;0176-1714;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Social Science & Medicine;0277-9536;;;;;;;Anthropologie, Ethnologie (2012);Sociologie, Démographie (2013);;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Society and Business Review;1746-5680;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Society and Natural Resources;0894-1920;;;;;;;;Sociologie, Démographie (2013);;;;;;Gestion (2016);Economie (2015);;;
Socio-Economic Review;1475-1461;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Southern Economic Journal;0038-4038;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Spatial Economic Analysis;1742-1772;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Strategic Change;1086-1718;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Strategic Entrepreneurship Journal;1932-4391;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Strategic Management Journal;0143-2095;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Strategic Organization;1476-1270;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Structural Change and Economic Dynamics;0954-349X;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Studies in Nonlinear Dynamics and Econometrics;1081-1826;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Supply Chain Forum: An International Journal;1624-6039;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Supply Chain Management: An International Journal;1359-8546;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Sustainability Accounting, Management and Policy Journal;2040-8021;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Schweizerische Zeitschrift für Volkswirtschaft und Statistik/Swiss Journal of Economics and Statistics;0303-9692;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Systèmes d'Information et Management;1260-4984;;;;;;;;;;;;;STAPS (2012);Gestion (2016);Economie (2015);;;
Technological Forecasting and Social Change;0040-1625;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Technology Analysis and Strategic Management;0953-7325;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Technovation;0166-4972;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Telecommunications Policy;0308-5961;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Accounting Review;0001-4826;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
B.E. Journal of Economic Analysis & Policy;1555-0494;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
B.E. Journal of Macroeconomics: Advances/Contributions/Frontiers/Topics in Macroeconomics;1935-1690;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
B.E. Journal of Theoretical Economics: Advances/Contributions/Frontiers/Topics in Theoretical Economics;1935-1704;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
European Journal of Finance;1351-847X;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Review of Austrian Economics;0889-3047;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Theoretical Economics;1555-7561;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Theory and Decision;0040-5833;;;;;Histoire et philosophie des sciences (2012);;;;;Philosophie (2013);;;;Gestion (2016);Economie (2015);Histoire, Histoire de l’art, Archéologie (2009);;Psychologie – Ethologie – Ergonomie (2011)
Third World Quarterly;0143-6597;;;Science politique (2011);;;;;;;;;;;Gestion (2016);Economie (2015);;;
Thunderbird International Business Review;1096-4762;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Top / An Official Journal of the Spanish Society of Statistics and Operations;1134-5764;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Total Quality Management and Business Excellence;1478-3363;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Tourism Management;0261-5177;;;;;;;;;;;;;STAPS (2012);Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Transport Reviews;0144-1647;;Géographie, Aménagement, Urbanisme (2013);;;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Transportation Research - Part A: Policy and Practice;0965-8564;;Géographie, Aménagement, Urbanisme (2013);;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Transportation Research - Part B: Methodological;0191-2615;;Géographie, Aménagement, Urbanisme (2013);;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Transportation Research - Part D: Transport and Environment;1361-9209;;Géographie, Aménagement, Urbanisme (2013);;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Transportation Research - Part E: Logistics;1366-5545;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Transportation Science;0041-1655;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Travail et Emploi;0224-4365;;;;;;;;Sociologie, Démographie (2013);;;;;STAPS (2012);Gestion (2016);Economie (2015);;;
Urban Public Economics Review/Revista de Economía Pública Urbana;1697-6223;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Urban Studies;0042-0980;;Géographie, Aménagement, Urbanisme (2013);Science politique (2011);;;;;Sociologie, Démographie (2013);;;;;;Gestion (2016);Economie (2015);;;
Utilities Policy;0957-1787;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Value in Health;1098-3015;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Venture Capital : An International Journal of Entrepreneurial Finance;1369-1066;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Voluntas;0957-8765;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Water Resources Research;0043-1397;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Work and Occupations;0730-8884;;;;;;;;Sociologie, Démographie (2013);;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Work and Stress;0267-8373;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
Work Employment and Society;0950-0170;;;;;;;;Sociologie, Démographie (2013);;;;;;Gestion (2016);Economie (2015);;;Psychologie – Ethologie – Ergonomie (2011)
World Bank Economic Review;0258-6770;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
World Competition. Law and Economics Review;1011-4548;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
World Development;0305-750X;;;Science politique (2011);;;;;;;;;;;Gestion (2016);Economie (2015);;;
World Economy;0378-5920;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
World Trade Review;1474-7456;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Yale Journal on Regulation;0741-9457;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
European Journal of Economics and Economic Policies - Intervention;2052-7764;2052-7772;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Journal de Gestion et d'Economie Médicales;0294-0736;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Flexible Services and Manufacturing Journal;1936-6582;;;;;;;;;;;;;;Gestion (2016);Economie (2015);;;
Cultures et conflits;1157-996X;1777-5345;;Science politique (2011);;;;Anthropologie, Ethnologie (2012);Sociologie, Démographie (2013);;;;;;;;;;
Techniques and Culture ;0248-6016;1952-420X;;;;;;Anthropologie, Ethnologie (2012);;;;;;STAPS (2012);;;;;
American Indian Quarterly;0095-182X;;;;;;;Anthropologie, Ethnologie (2012);;;;;;;;;;;
Annals of Human Biology;03101-446;;;;;;;Anthropologie, Ethnologie (2012);;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
ANTHROPOLOGIE ET SOCIÉTÉS;0702-8997;;;Science politique (2011);;;;Anthropologie, Ethnologie (2012);;;;;;STAPS (2012);;;;;
Journal of Ritual Studies;0890-1112;;;;Théologie et Sciences religieuses (2012);;;Anthropologie, Ethnologie (2012);;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Annales de démographie historique ;0997-0967;;;;;;;Anthropologie, Ethnologie (2012);;;;;;;;;;;
International Journal of Osteoarchaeology;1047-482X;;;;;;;Anthropologie, Ethnologie (2012);;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Africa: Journal of the International African Institute ;;;;;;;;Anthropologie, Ethnologie (2012);;;;;;;;;;;
African Studies (Johannesburg) ;;;;;;;;Anthropologie, Ethnologie (2012);;;;;;;;;;;
América Indigena ;;;;;;;;Anthropologie, Ethnologie (2012);;;;;;;;;;;
American Anthropologist ;;;;;;;;Anthropologie, Ethnologie (2012);;;;;;;;;;;
American Ethnologist ;;;;;;;;Anthropologie, Ethnologie (2012);;;;;;;;;;;
American Journal of Human Biology ;;;;;;;;Anthropologie, Ethnologie (2012);;;;;;;;;;;
Americas (The) ;;;;;;;;Anthropologie, Ethnologie (2012);;;;;;;;;;;
Amerindia ;;;;;;;;Anthropologie, Ethnologie (2012);;;;;;;;;;;
Annales. Histoire, sciences sociales ;;;;;;;;Anthropologie, Ethnologie (2012);;;;;;;;;;;
Année du Maghreb;;;;Science politique (2011);;;;Anthropologie, Ethnologie (2012);;;;;;;;;;;
Anthropologica (Journal of Canadian Anthropological Association) ;;;;;;;;Anthropologie, Ethnologie (2012);;;;;;;;;;;
Anthropological Forum (University of Western Australia) ;;;;;;;;Anthropologie, Ethnologie (2012);;;;;;;;;;;
Anthropological Linguistics ;;;;;;;;Anthropologie, Ethnologie (2012);;;;;;;;;;;
Anthropological Quarterly (George Washington University) ;;;;;;;;Anthropologie, Ethnologie (2012);;;;;;;;;;;
Anthropological Theory ;;;;;;;;Anthropologie, Ethnologie (2012);;;;;;;;;;;
Anthropologischer Anzeiger  ;;;;;;;;Anthropologie, Ethnologie (2012);;;;;;;;;;;
Anthropology and Education Quarterly ;;;;;;;;Anthropologie, Ethnologie (2012);;;;;;;;;;;
Anthropology and Medicine ;;;;;;;;Anthropologie, Ethnologie (2012);;;;;;;;;;;
